ID,Restaurant,Address,Time,Price,District,PriceH,PriceL,Rating,ReviewCount
757,Cô Điệp - Nem Nướng Nha Trang - Khánh Hội,"216 Khánh Hội, P. 6, Quận 4, TP. HCM",,25.000 - 50.000,Quận 4,50000,25000,8.790000000000001,20
758,Cơm Tấm Cô Tư - Vĩnh Hội,"27B Vĩnh Hội, P. 4, Quận 4, TP. HCM",,3.000 - 55.000,Quận 4,55000,3000,8.8,1
760,Bánh Canh Cua Ngọc Trinh - Tân Vĩnh,"4 Tân Vĩnh, P. 4, Quận 4, TP. HCM",,20.000 - 40.000,Quận 4,40000,20000,7.414285714285714,14
761,Cơm Tấm Số 1,"148/12/54A Tôn Đản, P. 8, Quận 4, TP. HCM",,33.000 - 65.000,Quận 4,65000,33000,9.95,4
762,Khoai Lang Lắc & Ăn Vặt - Vĩnh Khánh,"198 Vĩnh Khánh, P. 10, Quận 4, TP. HCM",,10.000 - 20.000,Quận 4,20000,10000,7.142857142857143,7
763,Lẩu Bò Khu Nhà Cháy,"Chung cư Đoàn Văn Bơ, Đoàn Văn Bơ, P. 12, Quận 4, TP. HCM",,80.000 - 165.000,Quận 4,165000,80000,6.314,100
764,Lotteria - Hoàng Diệu,"102 Lê Quốc Hưng, P. 12, Quận 4, TP. HCM",,5.000 - 300.000,Quận 4,300000,5000,5.9818181818181815,11
765,Phở Mùi - Tôn Đản,"241 Tôn Đản, Quận 4, TP. HCM",,15.000 - 25.000,Quận 4,25000,15000,6.613333333333333,15
766,Sữa Chua Trân Châu Hạ Long - Hoàng Diệu,"229 Hoàng Diệu, P. 8, Quận 4, TP. HCM",,10.000 - 50.000,Quận 4,50000,10000,8.553846153846154,13
767,Xô - Hải Sản Sốt Cajun - Vĩnh Hội,"001 Lô B1 Chung Cư Phường 3, Vĩnh Hội, P. 3, Quận 4, TP. HCM",,35.000 - 350.000,Quận 4,350000,35000,8.058333333333334,24
768,Bánh Tráng Trộn Su Su,"99/3 Đường Số 41, P. 6, Quận 4, TP. HCM",,15.000 - 20.000,Quận 4,20000,15000,7.699999999999999,2
769,Dì Tám - Bánh Mì Hấp - Món Ăn Sáng,"122/27/29 Tôn Đản, P. 10, Quận 4, TP. HCM",06:00 - 13:00,20.000 - 30.000,Quận 4,30000,20000,8.90967741935484,31
770,Sushi Viên Phương Mập - Hoàng Diệu,"168 Hoàng Diệu, P. 9, Quận 4, TP. HCM",,1.000 - 8.000,Quận 4,8000,1000,6.917999999999999,100
771,Cô Gái Bán Bánh,"500/40/10 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",,50.000 - 150.000,Quận 4,150000,50000,8.304761904761905,21
772,Nem Nướng D'ran Since 1968 - Healthy & Fresh - Bến Vân Đồn,"109/F28 Bến Vân Đồn, P. 9, Quận 4, TP. HCM",,40.000 - 70.000,Quận 4,70000,40000,9.222000000000001,100
773,SOLAR FOOD - BÁNH ĐÚC GÂN LÁ DỨA & BÁNH CHUỐI HẤP,"129F/123/44 Bến Vân Đồn, P. 8, Quận 4, TP. HCM",,10.000 - 120.000,Quận 4,120000,10000,7.673684210526316,19
774,Bánh Tráng Gánh - Khu Chợ 200,"44/23 Tôn Thất Thuyết, P. 16, Quận 4, TP. HCM",,10.000 - 20.000,Quận 4,20000,10000,7.055555555555555,18
775,Uchi Sushi,"14 Đường Số 45, P. 6, Quận 4, TP. HCM",,20.000 - 150.000,Quận 4,150000,20000,7.664,100
776,Ăn Vặt - Há Cảo Hong Kong - Tôn Đản,"112 Tôn Đản, Quận 4, TP. HCM",,10.000 - 30.000,Quận 4,30000,10000,8.52,45
777,Dì 9 - Hủ Tiếu Mỹ Tho,"538/51 Đoàn Văn Bơ, P. 14, Quận 4, TP. HCM",,20.000 - 40.000,Quận 4,40000,20000,5.9363636363636365,22
778,Ốc Tô - Xóm Chiếu,"224B Xóm Chiếu, P. 15, Quận 4, TP. HCM",,30.000 - 55.000,Quận 4,55000,30000,6.522,100
779,Bánh Canh Bột Gạo Ngon,"010 Chung Cư Đoàn Văn Bơ, Lê Quốc Hưng, P. 12, Quận 4, TP. HCM",05:00 - 13:30,25.000 - 30.000,Quận 4,30000,25000,7.75,4
780,Cơm Xá Xíu Thượng Hạng 88 - Hoàng Diệu,"243A/51 Hoàng Diệu, P. 8, Quận 4, TP. HCM",,29.000 - 35.000,Quận 4,35000,29000,8.177777777777777,9
781,Bún Thịt Nướng 3G,"S12 Tôn Thất Thuyết, P. 18, Quận 4, TP. HCM",06:00 - 19:00,5.000 - 45.000,Quận 4,45000,5000,10.0,2
782,Ăn vặt & Sữa Chua Nezha68 - Tôn Đản,"C13/40 Tôn Đản, P. 13, Quận 4, TP. HCM",,30.000 - 100.000,Quận 4,100000,30000,9.85,4
783,"Benno Bento - Mì Ý, Bò Mỹ, Cơm Bò Hầm - Bến Vân Đồn","150/27 Bến Vân Đồn, P. 6, Quận 4, TP. HCM",,15.000 - 50.000,Quận 4,50000,15000,5.722,100
784,"CUI Express - Pizza, Burger & GreatFood","237/42/5 Hoàng Diệu, P. 8, Quận 4, TP. HCM",,39.000 - 119.000,Quận 4,119000,39000,8.533333333333333,6
785,Bánh Cuốn Nam Việt - Chay Và Mặn,"152 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",05:30 - 22:30,18.000 - 22.000,Quận 5,22000,18000,7.313513513513514,37
786,Texas Chicken - Nguyễn Văn Cừ,"217B Nguyễn Văn Cừ, Quận 5, TP. HCM",10:00 - 21:45,20.000 - 275.000,Quận 5,275000,20000,6.354,100
787,Cơm Truyền Ký 2 - Trần Phú,"257A Trần Phú, P. 8, Quận 5, TP. HCM",07:00 - 21:00,30.000 - 110.000,Quận 5,110000,30000,6.63,20
788,Tiệm Chay Tường Viên - Huỳnh Mẫn Đạt,"58 - 62 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",06:00 - 21:00,20.000 - 55.000,Quận 5,55000,20000,6.2444444444444445,27
790,Hoàng Ký - Cơm Gà Xối Mỡ - Huỳnh Mẫn Đạt,"94 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",,35.000 - 55.000,Quận 5,55000,35000,6.154545454545455,22
791,Bún Cá Nha Trang - Nem Nướng Nha Trang Yến - An Dương Vương,"410-412 An Dương Vương P. 4 (Cũ 197C Lê Hồng Phong, P. 4), Quận 5, TP. HCM",06:00 - 21:30,20.000 - 28.000,Quận 5,28000,20000,6.308196721311476,61
793,"Bi Bi Quán - Cơm Sườn Cọng, Bún Thịt Nướng & Bánh Hỏi","C002 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",07:00 - 18:00,35.000 - 35.000,Quận 5,35000,35000,6.3619047619047615,21
794,Quán 223 - Bánh Flan Thập Cẩm,"223 Trần Bình Trọng, Quận 5, TP. HCM",11:15 - 20:30,15.000 - 22.000,Quận 5,22000,15000,6.142,100
795,Vĩnh Phong - Cửa Hàng Vịt Quay,"523 - 525 - 527 Phan Văn Trị, P. 7, Quận 5, TP. HCM",05:30 - 21:00,100.000 - 1.100.000,Quận 5,1100000,100000,6.174193548387097,93
796,Bún Chả Giò Ban Mê - Trần Hưng Đạo,"809/23G Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",00:00 - 23:59,10.000 - 40.000,Quận 5,40000,10000,4.010526315789474,19
797,Tiến Hải Quán - Bún Đậu Mắm Tôm Hà Nội - Trần Hưng Đạo,"679 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",00:00 - 23:59,20.000 - 55.000,Quận 5,55000,20000,6.541176470588235,34
808,Cơm Gà Nha Trang - Nguyễn Biểu,"109 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",00:00 - 23:59,25.000 - 37.000,Quận 5,37000,25000,6.381818181818182,11
819,Hobak - Ăn Vặt Hàn Ăn Là Ghiền - Nguyễn Văn Cừ,"199 Nguyễn Văn Cừ, P. 2, Quận 5, TP. HCM",10:00 - 22:00,20.000 - 35.000,Quận 5,35000,20000,5.5,2
821,Phô Mai Que Con Cưng,"129/51B Nguyễn Trãi , P. 2, Quận 5, TP. HCM",09:00 - 23:59,25.000 - 45.000,Quận 5,45000,25000,7.533333333333334,3
825,Vịt Quay Phát Thành,"132 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",05:00 - 21:00,100.000 - 550.000,Quận 5,550000,100000,6.771111111111111,90
829,Lẩu Cua Đất Mũi - Trần Hưng Đạo,"661 Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",10:00 - 22:30,100.000 - 200.000,Quận 5,200000,100000,7.11,100
834,Kowloon Bingsutt - Nhà Hàng Món Hoa,"74 -76 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",,5.000 - 58.000,Quận 5,58000,5000,7.86875,64
840,Sushi M&H - Nguyễn Văn Cừ,"185/2 Nguyễn Văn Cừ, P. 2, Quận 5, TP. HCM",11:00 - 21:45,12.000 - 165.000,Quận 5,165000,12000,6.612,100
841,Nhà Hàng Hải Sản Hào Phong - Tân Hào Phong,"473 - 475 An Dương Vương, P. 3, Quận 5, TP. HCM",,50.000 - 220.000,Quận 5,220000,50000,7.2,66
842,Nhã Vân - Mì Vịt Tiềm Sủi Cảo,"119 Bùi Hữu Nghĩa, P. 7, Quận 5, TP. HCM",,45.000 - 80.000,Quận 5,80000,45000,6.458823529411765,17
843,Bảy Nị - Gà Tre Hấp Mắm Nhĩ & Món Âu,"188 Sư Vạn Hạnh, P. 9, Quận 5, TP. HCM",,50.000 - 300.000,Quận 5,300000,50000,7.25,4
844,Miến Lươn - Cháo Lươn Cô Hà,"215 Hùng Vương, P. 9, Quận 5, TP. HCM",,40.000 - 70.000,Quận 5,70000,40000,8.4,5
850,Phở Gia Truyền - An Dương Vương,"499 An Dương Vương, P. 8, Quận 5, TP. HCM",,25.000 - 40.000,Quận 5,40000,25000,5.6000000000000005,8
851,Gà Nướng Phi Long - Nguyễn Biểu,"249 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",09:00 - 21:15,70.000 - 110.000,Quận 5,110000,70000,6.330909090909091,55
852,Bánh Khọt - Chợ Cao Đạt,"197/4 Cao Đạt, P. 1, Quận 5, TP. HCM",,10.000 - 20.000,Quận 5,20000,10000,6.777777777777778,9
856,Phở Bò Cô Mai - Sư Vạn Hạnh,"40 Sư Vạn Hạnh, P. 9, Quận 5, TP. HCM",,30.000 - 50.000,Quận 5,50000,30000,9.24,50
858,Cơm Tấm 500 An Dương Vương,"500 An Dương Vương, P. 4, Quận 5, TP. HCM",,20.000 - 44.000,Quận 5,44000,20000,3.3080000000000003,100
859,Vịt Quay A Tắc,"126 Huỳnh Mẫn Đạt, P. 3, Quận 5, TP. HCM",,20.000 - 260.000,Quận 5,260000,20000,7.459999999999999,10
862,Hà Thành Quán - Bún Đậu Mắm Tôm - Nguyễn Biểu,"212 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",09:00 - 21:00,20.000 - 205.000,Quận 5,205000,20000,7.426666666666667,15
864,Gà Ta Nam Sơn - Lê Hồng Phong,"98Bis Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,50.000 - 110.000,Quận 5,110000,50000,7.05,4
866,Cơm Tấm 475 - Cơm Sườn Nướng - An Dương Vương,"475 An Dương Vương, Quận 5, TP. HCM",,20.000 - 45.000,Quận 5,45000,20000,6.720000000000001,5
867,Bún Nước Lèo Sóc Trăng Tám Nga,"80/24 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",,30.000 - 44.000,Quận 5,44000,30000,5.8,5
868,Xôi Bát Bửu & Xôi Sầu Riêng - An Dương Vương,"447 An Dương Vương, P. 3, Quận 5, TP. HCM",,15.000 - 20.000,Quận 5,20000,15000,7.018,100
869,Gỏi Cuốn Ngon Ngon,"322/15 An Dương Vương, P. 4, Quận 5, TP. HCM",,10.000 - 30.000,Quận 5,30000,10000,7.294736842105263,19
871,Mr. Cake - Cao Đạt,"235 Cao Đạt, P. 1, Quận 5, TP. HCM",,13.000 - 209.000,Quận 5,209000,13000,6.9868852459016395,61
872,"Phượng - Bún Chả, Bún Đậu Mắm Tôm - Nguyễn Văn Cừ","25 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:00 - 23:59,17.000 - 65.000,Quận 5,65000,17000,1.5333333333333332,3
873,Quán Cua Út Kiệt,"16 Đào Tấn, P. 5, Quận 5, TP. HCM",,50.000 - 200.000,Quận 5,200000,50000,4.475,8
879,Cháo Gỏi Vịt 162,"162 Trần Bình Trọng, P. 3, Quận 5, TP. HCM",,10.000 - 200.000,Quận 5,200000,10000,5.1,2
883,Tiệm Cơm Nhà Mới - Phan Văn Trị,"89 Phan Văn Trị, P. 2, Quận 5, TP. HCM",,30.000 - 55.000,Quận 5,55000,30000,10.0,1
894,Quán Ăn Cô Nga - Shop Online,"53/3E Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",10:00 - 18:00,6.000 - 35.000,Quận 5,35000,6000,6.0,1
895,Phở Thắng,"102 Nguyễn Biểu, Quận 5, TP. HCM",06:00 - 19:00,25.000 - 30.000,Quận 5,30000,25000,6.8,6
897,Cơm Tấm Thành Công - Nguyễn Văn Cừ,"25 Nguyễn Văn Cừ, P. 1, Quận 5, TP. HCM",00:00 - 23:59,40.000 - 100.000,Quận 5,100000,40000,1.0,2
904,Bánh Mì Hà Nội Số 1 - Nguyễn Biểu,"52 Nguyễn Biểu, Quận 5, TP. HCM",05:30 - 23:00,10.000 - 17.000,Quận 5,17000,10000,7.75,8
906,Bánh Canh Cua Bà Ba,"84/6 Nguyễn Biểu, P. 1, Quận 5, TP. HCM",08:00 - 20:30,30.000 - 80.000,Quận 5,80000,30000,7.579710144927536,69
914,Cháo Lòng - Nguyễn Biểu,"Hẻm 154 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",11:00 - 19:00,22.000 - 22.000,Quận 5,22000,22000,6.8,1
915,Bánh Mì Tư Xường,"48 Nguyễn Biểu, Quận 5, TP. HCM",00:01 - 01:00 | 04:00 - 23:59,10.000 - 20.000,Quận 5,20000,10000,5.3999999999999995,6
917,Bánh Sầu Riêng 9 Sạch - Nguyễn Biểu,"04 Chung Cư 109 Nguyễn Biểu, Đường Nguyễn Biểu, P. 1, Quận 5, TP. HCM",07:15 - 22:45,30.000 - 130.000,Quận 5,130000,30000,9.894,100
921,Cơm Tấm 419 - Cơm Sườn Nướng & Sườn Cọng - An Dương Vương,"419 An Dương Vương, P. 3, Quận 5, TP. HCM",08:00 - 20:00,30.000 - 40.000,Quận 5,40000,30000,6.013793103448276,29
922,Tỷ Muội - Khổ Qua Cà Ớt,"522 Phan Văn Trị, P. 7, Quận 5, TP. HCM",10:00 - 21:00,30.000 - 50.000,Quận 5,50000,30000,9.45,4
923,Yogurt - Kem Chuối Cô Thuận,"686/5 Võ Văn Kiệt, P.1, Quận 5, TP. HCM",10:00 - 22:30,3.000 - 135.000,Quận 5,135000,3000,9.2,1
924,Hủ Tiếu Mực Osa - Hủ Tiếu Mực,"75A Trần Bình Trọng, P. 1, Quận 5, TP. HCM",07:30 - 22:00,40.000 - 55.000,Quận 5,55000,40000,10.0,1
925,Cháo Dinh Dưỡng Việt Soup - Trần Bình Trọng,"44 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",06:15 - 19:00,10.000 - 18.000,Quận 5,18000,10000,9.184999999999999,40
926,Chang Hi - Chè Ngon Sáng Tạo - 476 Trần Hưng Đạo,"476 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",09:30 - 22:00,35.000 - 55.000,Quận 5,55000,35000,9.5,2
927,Rin Sushi - Nguyễn Biểu,"257 Nguyễn Biểu, P. 2, Quận 5, TP. HCM",,25.000 - 200.000,Quận 5,200000,25000,8.096774193548388,31
928,Bà Tám - Cacao Đá & Bánh Mì,"Hẻm 14 Trần Bình Trọng, Quận 5, TP. HCM",09:00 - 21:00,10.000 - 20.000,Quận 5,20000,10000,7.809090909090909,66
929,Papa Lee's Noodle - Mì Hoành Thánh (Wonton Noodle) (云吞面) - Trần Phú,"271 Trần Phú, P. 8, Quận 5, TP. HCM",07:15 - 21:30,0 - 0,Quận 5,0,0,8.8,1
930,Bún Riêu Cua Ốc 66 - Trần Bình Trọng,"58 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",08:00 - 21:30,25.000 - 40.000,Quận 5,40000,25000,8.35,4
931,Gia Thành Kebab - Lê Hồng Phong,"240A Lê Hồng Phong, P. 4, Quận 5, TP. HCM",06:00 - 20:30,10.000 - 40.000,Quận 5,40000,10000,9.133333333333333,3
932,Hùng Mập - Bún Mọc & Bún Bò Huế,"772 Trần Hưng Đạo, P. 7, Quận 5, TP. HCM",06:00 - 21:00,40.000 - 70.000,Quận 5,70000,40000,7.3076923076923075,26
933,Đẩu - Bánh Mì Bò Nướng,"Hẻm 455 An Dương Vương, P. 3, Quận 5, TP. HCM",08:00 - 20:00,25.000 - 32.000,Quận 5,32000,25000,8.075,8
934,Chay Giác Ngộ - Món Chay - Hùng Vương,"213A Hùng Vương, P. 9, Quận 5, TP. HCM",09:00 - 20:30,20.000 - 85.000,Quận 5,85000,20000,8.27,20
935,TAISOT Mì Ý 29K - Võ Văn Kiệt,"840 Võ Văn Kiệt, P. 5, Quận 5, TP. HCM",10:00 - 21:30,5.000 - 75.000,Quận 5,75000,5000,7.913043478260869,23
936,Bún Thang - Phở Thanh,"196/3 Trần Phú (1 Chiều), P. 9, Quận 5, TP. HCM",06:00 - 13:00 | 16:00 - 21:00,42.000 - 42.000,Quận 5,42000,42000,8.6,2
937,Mr. Bistek - Beefsteak Trần Bình Trọng,"115A Trần Bình Trọng, P. 2, Quận 5, TP. HCM",08:30 - 21:30,39.000 - 176.000,Quận 5,176000,39000,7.742857142857143,7
938,Bánh Mì Que Pháp - Nguyễn Văn Cừ,"213 Nguyễn Văn Cừ, P. 4, Quận 5, TP. HCM",07:00 - 21:30,10.000 - 17.000,Quận 5,17000,10000,7.6,1
939,"Bánh Ướt, Bánh Cuốn & Há Cảo - Huỳnh Mẫn Đạt","97 Huỳnh Mẫn Đạt, P. 7, Quận 5, TP. HCM",06:00 - 19:00,20.000 - 25.000,Quận 5,25000,20000,7.466666666666666,3
940,Cơm Sườn Anh,"57A Trần Bình Trọng, P. 1, Quận 5, TP. HCM",07:00 - 21:30,35.000 - 75.000,Quận 5,75000,35000,7.659999999999999,10
941,Kim - Cháo Ếch Singapore,"110 Phan Văn Trị , P. 2, Quận 5, TP. HCM",00:00 - 01:00 | 11:00 - 23:59,38.000 - 60.000,Quận 5,60000,38000,6.984,100
942,Lục Bồ Đề - Lẩu Chay 1 Người - Trần Hưng Đạo,"546 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",10:00 - 22:00,0 - 0,Quận 5,0,0,6.8,2
943,Gà Rán Popeyes - An Dương Vương,"326 An Dương Vương, P. 4, Quận 5, TP. HCM",10:00 - 21:30,50.000 - 160.000,Quận 5,160000,50000,6.98,30
944,Tiến Hải Quán - Bún Đậu Mắm Tôm Hà Nội - Hùng Vương,"155 Hùng Vương, P. 9, Quận 5, TP. HCM",09:20 - 22:20,30.000 - 55.000,Quận 5,55000,30000,6.927272727272728,22
945,Bánh tráng Tây Ninh - 192 Nguyễn Trãi,"192/30C Nguyễn Trãi, P. 3, Quận 5, TP. HCM",07:00 - 23:45,10.000 - 15.000,Quận 5,15000,10000,8.5,8
946,Bánh Canh Cua - Huỳnh Mẫn Đạt,"46 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",06:00 - 22:08,25.000 - 55.000,Quận 5,55000,25000,6.7823529411764705,34
947,Bánh Mì 24 - Huỳnh Mẫn Đạt,"74 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",05:00 - 21:00,9.000 - 18.000,Quận 5,18000,9000,7.12,5
948,Pizza Hut - Nguyễn Trãi,"264-266 Nguyễn Trãi, Quận 5, TP. HCM",09:00 - 21:45,150.000 - 330.000,Quận 5,330000,150000,7.11,100
950,"Vân Hương - Cơm, Cháo & Gỏi Gà Ta","135 Trần Phú, Quận 5, TP. HCM",06:20 - 21:09,20.000 - 100.000,Quận 5,100000,20000,6.263999999999999,25
951,Bún Chả Hồ Gươm - Bún Chả Hà Nội - Hùng Vương,"107 Hùng Vương, P. 4, Quận 5, TP. HCM",07:15 - 20:40,20.000 - 55.000,Quận 5,55000,20000,6.443478260869566,69
952,Quán Phan Rang Tháp Chàm - Bánh Căn,"55A Hùng Vương, P. 4, Quận 5, TP. HCM",08:00 - 21:00,20.000 - 55.000,Quận 5,55000,20000,6.677777777777778,36
953,Sasin - Mì Cay 7 Cấp Độ Hàn Quốc - 292 An Dương Vương,"292A An Dương Vương, P. 4, Quận 5, TP. HCM",09:30 - 21:55,35.000 - 100.000,Quận 5,100000,35000,5.614,100
954,Bố Già Quán - Cơm Gà & Mì Trộn,"98 Phan Văn Trị, P. 2, Quận 5, TP. HCM",08:00 - 18:00,12.000 - 25.000,Quận 5,25000,12000,7.3090909090909095,55
955,Hải Ký Mì Gia - Nguyễn Trãi,"349 - 351 Nguyễn Trãi, P. 7, Quận 5, TP. HCM",11:00 - 21:00,45.000 - 88.000,Quận 5,88000,45000,6.009677419354839,62
956,Cơm Tấm 449 An Dương Vương,"449 An Dương Vương, P. 3, Quận 5, TP. HCM",,22.000 - 44.000,Quận 5,44000,22000,5.363636363636363,11
957,Cháo Sườn Cô Giang - Trần Phú,"33 Trần Phú, P. 4, Quận 5, TP. HCM",07:30 - 20:33,20.000 - 35.000,Quận 5,35000,20000,7.0,1
958,Bánh Bao 8 Trứng Sài Gòn,"835/17E Trần Hưng Đạo, P. 1, Quận 5, TP. HCM",07:00 - 22:00,30.000 - 45.000,Quận 5,45000,30000,5.627272727272727,22
959,Cháo Vịt Thanh Đa (Gốc Nhà Lá) - Trần Bình Trọng,"148 Trần Bình Trọng , Quận 5, TP. HCM",09:30 - 22:00,45.000 - 200.000,Quận 5,200000,45000,4.978947368421053,19
960,Bonchon Chicken Vietnam - Nguyễn Văn Cừ,"213 Nguyễn Văn Cừ, P. 4, Quận 5, TP. HCM",10:00 - 21:55,10.000 - 200.000,Quận 5,200000,10000,7.3578947368421055,19
961,"Ngon Quá Chừng - Gỏi Cuốn, Hủ Tiếu & Bún Thịt Xào","378/21A An Dương Vương, P. 4, Quận 5, TP. HCM",07:30 - 14:00 | 16:00 - 20:00,8.000 - 30.000,Quận 5,30000,8000,9.6,3
962,Mì Trộn Tên Lửa - 462 Trần Hưng Đạo,"462 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",10:00 - 22:00,25.000 - 65.000,Quận 5,65000,25000,4.373913043478261,23
963,Cơm Tấm Sà Bì Chưởng - Trần Bình Trọng,"179 Trần Bình Trọng, P.3, Quận 5, TP. HCM",07:00 - 21:00,0 - 0,Quận 5,0,0,6.345454545454546,33
964,Bún Bò Huế Sông Hương,"207/15 Trần Bình Trọng, P. 3, Quận 5, TP. HCM",,40.000 - 60.000,Quận 5,60000,40000,10.0,1
965,Va Thành - Quán Ăn Đài Loan - Casual Taiwanese,"40 Huỳnh Mẫn Đạt, Quận 5, TP. HCM",09:30 - 20:30,30.000 - 100.000,Quận 5,100000,30000,7.984615384615385,13
966,Tiên Tiên - Bún Thái Cay - Phan Văn Trị,"317B Phan Văn Trị, P. 2, Quận 5, TP. HCM",07:00 - 22:59,25.000 - 200.000,Quận 5,200000,25000,3.95,16
967,Hủ Tiếu Nam Vang - 73 Trần Bình Trọng,"Hẻm 73 Trần Bình Trọng, P. 1, Quận 5, TP. HCM",,30.000 - 40.000,Quận 5,40000,30000,7.2,1
968,Pizza Inn - Huỳnh Mẫn Đạt,"77A Huỳnh Mẫn Đạt, P. 7, Quận 5, TP. HCM",09:20 - 20:45,60.000 - 132.000,Quận 5,132000,60000,6.92,80
969,September Saigon - Cafe & Cake,"118/1D Nguyễn Trãi, P.3, Quận 5, TP. HCM",08:00 - 21:45,15.000 - 70.000,Quận 5,70000,15000,7.714285714285714,21
970,Quán Cơm Bếp Xanh,"672 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",07:00 - 21:00,5.000 - 60.000,Quận 5,60000,5000,2.6,3
971,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,"354 - 356 Trần Hưng Đạo, P. 2, Quận 5, TP. HCM",08:00 - 22:00,15.000 - 44.000,Quận 5,44000,15000,6.922000000000001,100
972,Cơm Tấm Phúc Lộc Thọ - An Dương Vương,"301B An Dương Vương, P. 3, Quận 5, TP. HCM",07:00 - 21:00,20.000 - 50.000,Quận 5,50000,20000,7.355555555555556,9
973,Musa - Cà Ri Dê Ấn Độ - Sư Vạn Hạnh,"001 Lô B Chung Cư Sư Vạn Hạnh, Quận 5, TP. HCM",09:00 - 22:00,70.000 - 330.000,Quận 5,330000,70000,6.34,100
974,YU SHANG LOU - Fine Chinese Cuisine - Trần Hưng Đạo,"Tầng 1, Tầng 1, 975 Trần Hưng Đạo, P. 5, Quận 5, TP. HCM",,48.000 - 9.990.000,Quận 5,9990000,48000,7.452941176470588,34
975,Minh Phát - Hủ Tiếu Mì & Hoành Thánh,"54 Huỳnh Mẫn Đạt, P. 2, Quận 5, TP. HCM",,34.000 - 40.000,Quận 5,40000,34000,8.8,1
976,Bún Đậu Mắm Tôm Nhà Tôi - Trần Hưng Đạo,"1077 Trần Hưng Đạo, P. 5, Quận 5, TP. HCM",08:30 - 22:00,30.000 - 50.000,Quận 5,50000,30000,6.453846153846154,26
977,Bánh Su Que - Lê Hồng Phong,"123 Lê Hồng Phong, P. 3, Quận 5, TP. HCM",10:00 - 21:00,10.000 - 30.000,Quận 5,30000,10000,7.133333333333333,27
978,I Love Kem - Lê Hồng Phong,"260 Lê Hồng Phong, P. 4, Quận 5, TP. HCM",09:00 - 22:00,30.000 - 50.000,Quận 5,50000,30000,7.041176470588235,34
979,Huỳnh Kim - Bánh Mì Chiên Tôm - Lê Hồng Phong,"62 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",10:00 - 19:00,9.000 - 12.000,Quận 5,12000,9000,8.866666666666667,9
980,Quán Ăn Bảo Anh - Đặc Biệt Gà Ta,"131 Trần Phú, P. 4, Quận 5, TP. HCM",07:00 - 21:30,25.000 - 220.000,Quận 5,220000,25000,6.263917525773196,97
981,Cơm Tấm 279,"279 Hậu Giang, P. 5, Quận 6, TP. HCM",,20.000 - 30.000,Quận 6,30000,20000,4.95,4
983,Quán Ăn Minh Ký - Hủ Tiếu Xào,"181 Phạm Phú Thứ, P. 4, Quận 6, TP. HCM",,30.000 - 200.000,Quận 6,200000,30000,6.959999999999999,5
984,Bún Cá Châu Đốc Ba Tèo - Hậu Giang,"121A Đ. Hậu Giang, P. 5, Quận 6, TP. HCM",06:00 - 20:30,25.000 - 60.000,Quận 6,60000,25000,7.0,1
985,Ốc Bảo Khang,"169B Nguyễn Văn Luông, P. 10, Quận 6, TP. HCM",,20.000 - 200.000,Quận 6,200000,20000,9.047619047619047,21
986,Đắc Hòa - Heo Quay & Vịt Quay,"46 Bà Hom, P. 13, Quận 6, TP. HCM",05:00 - 19:15,4.000 - 400.000,Quận 6,400000,4000,7.066666666666666,3
987,SteakZone,"77 Lê Quang Sung, P. 6, Quận 6, TP. HCM",07:30 - 13:55 | 16:30 - 21:50,25.000 - 205.000,Quận 6,205000,25000,7.73,100
988,Thiên Hương Actiso - Canh Bổ Actiso - Cư Xá Phú Lâm B,"E9 Cư Xá Phú Lâm B, Phường 13, Quận 6, TP. HCM",,0 - 0,Quận 6,0,0,9.333333333333334,3
989,"Phương 159 - Bún Riêu, Bún Mắm & Bún Thái","159B Minh Phụng, P. 9, Quận 6, TP. HCM",,30.000 - 40.000,Quận 6,40000,30000,7.2,1
